opportunity_id,vertical,op_part
389074,painting,0.1008
389074,lacquering,0.8035
389078,painting,0.3685
389078,wallpapering,0.6314
389178,carpet,1
389277,painting,0.9999
389592,paint_outside_items,0.363
389592,lacquering,0.6371
389607,lacquering,1
389750,floor_tiling,0.1294
389750,parquet,0.3995
389750,painting,0.4711
390137,painting,1
390162,custom,0
390162,painting,1
390395,painting,1
390798,wallpapering,1
390845,lacquering,0.2903
390845,painting,0.7097
390968,carpet,1
391266,wallpapering,0.1316
391266,painting,0.8684
391359,painting,1
391437,vinyl,0
391437,custom,0.0699
391437,parquet,0.9301
391492,painting,1
391531,painting,0.1528
391531,wallpapering,0.8472
391580,laminate,1
391614,custom,0
391614,painting,1
391692,constructional_plastering,1
391797,painting,0.3904
391797,custom,0.6096
391798,custom,1
391889,custom,0.0634
391889,painting,0.4033
391889,wallpapering,0.5333
391910,parquet,1
391931,painting,1
392011,custom,0.2698
392011,parquet,0.7301
392051,painting,1
392206,painting,1
392296,laminate,1
392466,custom,1
392547,floor_tiling,0.2602
392547,lacquering,0.7398
392614,vinyl,1
392634,custom,-0.1109
392634,dry_walling,1.111
392710,painting,1
392833,vinyl,0.0886
392833,laminate,0.3457
392833,custom,0.5656
392873,custom,0
392873,parquet,1
393023,wallpapering,0.0112
393023,vinyl,0.3721
393023,painting,0.6168
393242,custom,0.0512
393242,laminate,0.1409
393242,painting,0.2723
393242,wallpapering,0.5356
393331,painting,1
393403,custom,1
393519,painting,1
393583,painting,1
393651,scaffolding,0.2942
393651,exterior_painting,0.7058
393674,carpet,1
393767,laminate,1
393823,lacquering,0.0403
393823,vinyl,0.0756
393823,laminate,0.4245
393823,painting,0.4597
393904,painting,1
393928,painting,1
394178,lacquering,0.1534
394178,painting,0.8465
394221,painting,1
394287,painting,0.4721
394287,wallpapering,0.528
394344,painting,1
394584,painting,1
394620,parquet,0.9999
394864,custom,0
394864,painting,0.0519
394864,lacquering,0.9481
394972,scaffolding,0.0162
394972,painting,0.9839
395050,wallpapering,1
395210,lacquering,0
395210,painting,1
395318,custom,-0.1111
395318,lacquering,1.1111
395415,painting,1
395502,painting,0.9999
395671,painting,1
395727,custom,1
395773,floor_tiling,0.4569
395773,custom,0.5432
396067,laminate,0.4723
396067,floor_tiling,0.5276
396201,parquet,1
396370,custom,1
396670,painting,1
396734,painting,1
396915,scaffolding,0.2765
396915,lacquering,0.3059
396915,paint_outside_items,0.4177
396953,custom,-0.1137
396953,scaffolding,0.1385
396953,paint_outside_items,0.2346
396953,lacquering,0.7406
396954,painting,0.9999
396958,custom,0
396958,scaffolding,0
396958,lacquering,0.455
396958,painting,0.545
396992,custom,0
396992,painting,1
397106,custom,1
397201,painting,1
397253,painting,0.4742
397253,wallpapering,0.5258
397312,painting,1
397395,painting,0.3509
397395,wallpapering,0.6491
397425,constructional_plastering,0.1818
397425,parquet,0.3568
397425,floor_tiling,0.4615
397598,painting,1.0001
397722,laminate,0.2519
397722,lacquering,0.2818
397722,wallpapering,0.4663
397756,custom,0.0845
397756,laminate,0.9155
397812,laminate,1
398031,painting,0.0284
398031,custom,0.9716
398231,parquet,0.9999
398252,painting,0.9999
398297,vinyl,1
398482,painting,0.4849
398482,lacquering,0.5151
398560,custom,0.1227
398560,lacquering,0.8772
398575,painting,1
398583,painting,1
398666,lacquering,0.0641
398666,painting,0.9358
398809,laminate,1
398813,parquet,1
398903,custom,-0.1105
398903,scaffolding,0.056
398903,paint_outside_items,0.2733
398903,lacquering,0.7811
398928,painting,1
398951,painting,1
398965,painting,1
399017,painting,1
399202,custom,0.4801
399202,painting,0.5198
399228,custom,1
399387,carpet,1.11022302462516e-16
399387,custom,1
399473,custom,-0.1056
399473,painting,0.5108
399473,wallpapering,0.5947
399631,wallpapering,1
399660,custom,-0.0762
399660,wallpapering,0.4799
399660,carpet,0.5962
399678,painting,1
399787,parquet,1
399937,custom,-0.0668
399937,painting,0.4551
399937,wallpapering,0.6117
400095,plastering,1
400171,scaffolding,0.117
400171,exterior_plastering,0.883
400182,custom,1
400345,laminate,1
400831,wallpapering,0.2421
400831,carpet,0.3292
400831,floor_tiling,0.4287
401135,painting,1
401138,wallpapering,0.3422
401138,plastering,0.6579
401203,lacquering,0.1976
401203,painting,0.8024
401246,parquet,1
401279,painting,1
401499,dry_walling,0.1162
401499,constructional_plastering,0.1572
401499,painting,0.3277
401499,wallpapering,0.3989
401539,custom,-0.0804
401539,lacquering,0.0907
401539,parquet,0.9897
401957,custom,0.0165
401957,scaffolding,0.0839
401957,paint_outside_items,0.118
401957,lacquering,0.7817
402017,painting,0
402017,custom,1
402208,carpet,-3.46944695195361e-17
402208,painting,1
402216,custom,-0.1088
402216,lacquering,1.1088
402263,custom,-0.0986
402263,wallpapering,0.1037
402263,painting,0.9948
402344,custom,0.0821
402344,paint_outside_items,0.0942
402344,lacquering,0.8236
402623,wallpapering,0.1895
402623,painting,0.8105
402745,painting,1
402797,painting,1
403289,painting,0.3593
403289,wallpapering,0.6407
403327,custom,-0.0669
403327,scaffolding,0.0669
403327,paint_outside_items,0.2246
403327,lacquering,0.7753
403423,custom,-0.1472
403423,painting,1.1473
403443,lacquering,1
403679,pvc,1
403741,custom,-0.1765
403741,parquet,1.1765
403885,painting,1
404004,lacquering,0.1038
404004,painting,0.2703
404004,wallpapering,0.6259
404065,custom,0
404065,parquet,1
404427,custom,-0.1758
404427,lacquering,0.4147
404427,painting,0.761
404619,custom,0.4225
404619,wallpapering,0.5774
404759,constructional_plastering,1.0001
404787,painting,1
404887,parquet,1
405317,painting,1
405504,lacquering,1
405507,custom,1
405551,custom,-0.1765
405551,vinyl,1.1765
405564,painting,1
405700,pvc,1
405700,painting,0
405716,custom,1
405726,parquet,1
405860,custom,-0.1764
405860,painting,1.1765
405910,custom,0
405910,lacquering,0.2091
405910,painting,0.7909
405970,vinyl,0.337
405970,laminate,0.6629
406133,custom,0.2823
406133,laminate,0.7177
406288,painting,1
406742,custom,-0.0956
406742,painting,0.0944
406742,paint_outside_items,0.1435
406742,lacquering,0.8578
406818,parquet,2.77555756156289e-17
406818,lacquering,0
406818,painting,1
406875,painting,1
407014,painting,1
407061,custom,-0.1754
407061,paint_outside_items,0.2758
407061,lacquering,0.8996
407326,painting,-0.1094
407326,lacquering,1.1094
407392,lacquering,0.2844
407392,painting,0.7156
407453,lacquering,-6.93889390390723e-18
407453,painting,2.77555756156289e-17
407453,wallpapering,-2.77555756156289e-17
407453,laminate,1
407491,constructional_plastering,1
407510,painting,1
407535,custom,-0.1713
407535,lacquering,1.1713
407542,painting,0
407542,carpet,1
407611,painting,1
407666,parquet,1
407741,custom,1
407743,parquet,1
407827,painting,0.3053
407827,wallpapering,0.6947
407861,custom,-0.1765
407861,scaffolding,0.0638
407861,paint_outside_items,0.4682
407861,lacquering,0.6445
408181,custom,0.3778
408181,lacquering,0.6223
408189,custom,-0.1739
408189,paint_outside_items,0.0818
408189,lacquering,0.5124
408189,painting,0.5797
408208,pvc,1
408210,custom,-0.1726
408210,lacquering,1.1726
408213,custom,-0.1727
408213,wallpapering,1.1727
408278,painting,0.2172
408278,parquet,0.7828
408327,laminate,5.55111512312578e-17
408327,painting,1
408329,custom,0
408329,scaffolding,0
408329,lacquering,0.0763999999999999
408329,painting,0.9236
408565,custom,-4.85722573273506e-17
408565,lacquering,0
408565,painting,1
408617,laminate,1
408792,parquet,1
408857,painting,1
408901,custom,-0.0855
408901,painting,1.0855
409152,wallpapering,1
409190,vinyl,1
409251,painting,0.2313
409251,laminate,0.7688
409528,wallpapering,0.2673
409528,vinyl,0.7327
409554,paint_outside_items,0.1023
409554,custom,0.1337
409554,scaffolding,0.1574
409554,painting,0.2818
409554,lacquering,0.3248
409629,plastering,1
409852,painting,0.468
409852,lacquering,0.532
409875,carpet,1
409895,painting,1
409942,custom,-0.0527
409942,dry_walling,0.0496
409942,painting,1.0032
410013,laminate,1
410042,custom,0
410042,wallpapering,0
410042,painting,1
410046,painting,0.0583
410046,wallpapering,0.1033
410046,custom,0.1164
410046,wall_tiling,0.1205
410046,floor_tiling,0.2246
410046,parquet,0.3769
410138,painting,1
410164,constructional_plastering,1
410350,painting,0.063
410350,custom,0.3808
410350,pvc,0.5562
410364,painting,0.1774
410364,dry_walling,0.8225
410402,painting,1
410404,parquet,0.4684
410404,painting,0.5316
410491,wallpapering,0.1088
410491,parquet,0.8912
410533,lacquering,0.1905
410533,painting,0.8095
410683,painting,0.1961
410683,wallpapering,0.8039
410706,laminate,1
410710,painting,0.2627
410710,wallpapering,0.7373
410872,parquet,1
410933,lacquering,0.1724
410933,scaffolding,0.2253
410933,paint_outside_items,0.6023
410948,plastering,0.4664
410948,custom,0.5335
410993,painting,1
410998,custom,0.0714
410998,lacquering,0.1071
410998,painting,0.8215
411045,painting,1
411089,custom,0.17
411089,parquet,0.83
411284,scaffolding,0.2425
411284,exterior_painting,0.7575
411510,custom,1
411533,custom,1
411569,laminate,1
411660,custom,0.1781
411660,wallpapering,0.8219
411697,lacquering,1
411755,wallpapering,1
411931,painting,0.0157
411931,dry_walling,0.9843
411972,paint_outside_items,0.218
411972,lacquering,0.2977
411972,painting,0.4844
412011,laminate,1
412031,wall_tiling,1
412039,lacquering,1
412125,custom,-0.1765
412125,carpet,0.3138
412125,parquet,0.8629
412133,wallpapering,-5.55111512312578e-17
412133,painting,1
412155,painting,1
412203,painting,1
412232,painting,1
412351,painting,0.3955
412351,custom,0.6045
412601,pvc,0.2688
412601,carpet,0.7313
412613,painting,1
412836,painting,1
413049,painting,0.4385
413049,constructional_plastering,0.5616
413196,painting,0.4616
413196,lacquering,0.5384
413409,custom,0
413409,lacquering,0
413409,painting,1
413442,laminate,0.4937
413442,pvc,0.5063
413542,laminate,1
413658,custom,1
413700,scaffolding,0.1935
413700,exterior_painting,0.8065
413862,painting,0.3844
413862,wallpapering,0.6156
414051,scaffolding,0.0788
414051,lacquering,0.1624
414051,paint_outside_items,0.7589
414146,parquet,1
414163,wallpapering,1
414196,vinyl,1
414586,paint_outside_items,0.3611
414586,lacquering,0.6389
414693,custom,0.0366
414693,scaffolding,0.0958
414693,painting,0.1453
414693,paint_outside_items,0.2168
414693,lacquering,0.5054
414763,parquet,1
414840,custom,1
414973,painting,0.1666
414973,wallpapering,0.8334
415006,painting,1
415099,painting,1
415203,lacquering,0.3143
415203,painting,0.6857
415360,wallpapering,0.0422
415360,custom,0.2724
415360,painting,0.6853
415527,painting,0.2881
415527,wallpapering,0.7119
415539,wallpapering,0
415539,custom,1
415604,wallpapering,1
415629,painting,1
415955,laminate,0
415955,painting,1
416117,painting,1
416131,lacquering,1
416480,floor_tiling,1
416531,painting,0.0658
416531,vinyl,0.9342
416627,painting,1
416651,wallpapering,1
416704,scaffolding,0.269
416704,exterior_painting,0.731
416820,laminate,1
416830,plastering,1
416864,painting,0.4647
416864,wallpapering,0.5353
416873,wallpapering,1
416988,painting,0.9999
417004,scaffolding,0
417004,paint_outside_items,-1.73472347597681e-17
417004,painting,0.0268
417004,custom,0.08
417004,lacquering,0.8933
417034,constructional_plastering,1
417112,custom,-8.32667268468867e-17
417112,painting,1
417168,painting,0.2231
417168,lacquering,0.7768
417184,painting,0.3961
417184,lacquering,0.6039
417246,laminate,1
417317,wallpapering,1
417357,parquet,1
417389,painting,1
417452,painting,1
417526,lacquering,1
417552,paint_outside_items,0.201
417552,lacquering,0.799
417575,wallpapering,1
417616,painting,0.3719
417616,wallpapering,0.6281
417734,laminate,1
417760,pvc,0
417760,laminate,0.1459
417760,painting,0.8541
417813,custom,1
417818,painting,1
417832,exterior_painting,0.1516
417832,lacquering,0.8484
417901,painting,0.3767
417901,wallpapering,0.6233
417995,wallpapering,0.1306
417995,painting,0.3534
417995,lacquering,0.516
418078,painting,1
418103,painting,1
418136,custom,0.0791
418136,lacquering,0.9208
418173,lacquering,0.0266
418173,painting,0.2973
418173,laminate,0.6762
418376,custom,0.0999
418376,painting,0.1398
418376,lacquering,0.7603
418413,wallpapering,1
418430,painting,1
418443,laminate,1
418492,painting,1
418504,painting,1
418566,painting,1
418600,painting,1
418615,painting,0.4569
418615,wallpapering,0.5431
418623,wallpapering,0.2155
418623,painting,0.2541
418623,vinyl,0.5304
418640,painting,0.4827
418640,lacquering,0.5174
418703,paint_outside_items,1.42030484595601e-17
418703,scaffolding,-5.20417042793042e-18
418703,lacquering,2.21177243187043e-17
418703,custom,0.1838
418703,painting,0.8162
418763,painting,1
418764,custom,0.2144
418764,painting,0.7856
418784,lacquering,1
418789,scaffolding,0.2145
418789,exterior_painting,0.7855
418882,painting,1
418937,custom,-0.1176
418937,wall_tiling,0.0685
418937,carpet,0.0911
418937,laminate,0.1233
418937,floor_tiling,0.2978
418937,painting,0.5368
418955,painting,1
418997,lacquering,1
419078,wallpapering,1
419104,scaffolding,0.1058
419104,lacquering,0.8942
419105,wallpapering,1
419122,scaffolding,0.1987
419122,exterior_painting,0.8013
419130,wallpapering,1
419205,wallpapering,0.2811
419205,painting,0.7189
419232,scaffolding,0.0574
419232,paint_outside_items,0.2744
419232,lacquering,0.6682
419234,painting,1
419234,lacquering,0
419255,laminate,1
419270,lacquering,0.4659
419270,painting,0.5341
419280,painting,0.387
419280,parquet,0.613
419291,painting,1
419310,paint_outside_items,3.46944695195361e-18
419310,lacquering,1
419312,wallpapering,0.478
419312,painting,0.522
419313,laminate,1
419317,scaffolding,0.2022
419317,exterior_painting,0.7979
419325,painting,1
419350,painting,1
419370,painting,1
419493,painting,1
419497,lacquering,1
419536,paint_outside_items,0.4181
419536,lacquering,0.5819
419541,painting,1
419568,scaffolding,0.1789
419568,custom,0.8211
419569,painting,1.0001
419622,painting,2.77555756156289e-17
419622,custom,1
419664,painting,0.0924
419664,paint_outside_items,0.2656
419664,lacquering,0.642
419700,scaffolding,0.0618
419700,paint_outside_items,0.3169
419700,lacquering,0.6213
419702,painting,1
419709,lacquering,0.4523
419709,painting,0.5478
419730,lacquering,0.4178
419730,painting,0.5822
419764,wallpapering,0.2206
419764,painting,0.7794
419787,painting,1
419851,painting,1
419852,paint_outside_items,0.2162
419852,lacquering,0.7838
419931,painting,1
419944,painting,1
420019,custom,0.9999
420082,custom,0.0948
420082,painting,0.9052
420217,painting,1
420228,wallpapering,0.4349
420228,painting,0.5652
420238,vinyl,1
420310,painting,1
420324,wallpapering,1
420379,pvc,1
420395,painting,1
420496,parquet,1
420537,painting,1
420564,wallpapering,0.0569
420564,vinyl,0.3298
420564,painting,0.6133
420608,custom,-0.1111
420608,painting,1.1112
420655,vinyl,0.2707
420655,painting,0.7294
420677,floor_tiling,1
420735,painting,1
420837,painting,0.2384
420837,laminate,0.7617
420871,painting,1
420999,wallpapering,1
421008,laminate,0.0823
421008,painting,0.9177
421020,scaffolding,0.1218
421020,lacquering,0.8781
421119,painting,1
421134,painting,1
421241,parquet,1
421716,parquet,0.1416
421716,custom,0.1963
421716,vinyl,0.662
421760,lacquering,0.4135
421760,painting,0.5866
421768,dry_walling,0.0832
421768,custom,0.1011
421768,parquet,0.1623
421768,painting,0.1723
421768,vinyl,0.1872
421768,lacquering,0.2938
421790,wall_tiling,0.2382
421790,floor_tiling,0.7618
421815,wallpapering,1
421985,laminate,1
422225,vinyl,1
422306,painting,0.3338
422306,lacquering,0.6661
422473,lacquering,0.0241
422473,plastering,0.0549
422473,custom,0.1271
422473,painting,0.2214
422473,wallpapering,0.5726
422534,custom,1
422716,custom,1
422733,lacquering,1
422987,painting,0.3837
422987,custom,0.6163
423005,painting,1.0001
423152,painting,1
423234,scaffolding,0
423234,lacquering,0.1904
423234,exterior_painting,0.8096
423956,painting,0.3078
423956,lacquering,0.6922
423971,custom,0.0833
423971,paint_outside_items,0.381
423971,lacquering,0.5357
424172,lacquering,1
424302,painting,0.1153
424302,wallpapering,0.8848
424421,parquet,1
424459,constructional_plastering,0
424459,dry_walling,0
424459,painting,0.2115
424459,custom,0.7886
424552,parquet,1
424602,painting,1
424659,laminate,1
424746,vinyl,1
424870,constructional_plastering,1
424949,parquet,1.0001
425001,painting,1
425041,laminate,1
425565,wallpapering,0.4158
425565,dry_walling,0.5843
425586,scaffolding,0.2145
425586,exterior_painting,0.7855
425811,laminate,1
425824,painting,1
425841,carpet,1.0002
425878,custom,1
425938,wallpapering,0.2299
425938,painting,0.7701
425947,custom,0.485
425947,painting,0.5151
425995,vinyl,0.4236
425995,carpet,0.5764
426030,painting,1
426110,painting,0.3726
426110,wallpapering,0.6274
426144,dry_walling,1
426318,painting,1
426422,paint_outside_items,0
426422,painting,0
426422,scaffolding,0.0643
426422,lacquering,0.9356
426463,vinyl,1
426607,painting,1
426620,painting,1
426886,custom,0.0967
426886,vinyl,0.3262
426886,parquet,0.5772
426979,painting,1
427001,parquet,1
427158,wallpapering,0.076
427158,painting,0.924
427294,painting,1
427421,painting,1
427446,vinyl,1
427456,painting,0.4377
427456,parquet,0.5623
427615,scaffolding,0.0469
427615,lacquering,0.9531
427780,painting,0.4497
427780,wallpapering,0.5503
427815,wall_tiling,0
427815,constructional_plastering,1
427865,parquet,1
428150,lacquering,1
428194,custom,0.1519
428194,painting,0.848
428280,laminate,1
428287,lacquering,1
428331,painting,1
428369,wallpapering,1
428403,painting,1
428442,scaffolding,0.3747
428442,exterior_painting,0.6253
428479,painting,0.9999
428671,exterior_painting,0.2615
428671,painting,0.7384
428913,lacquering,0.0241
428913,painting,0.9759
428967,custom,0.1933
428967,lacquering,0.8068
429052,painting,1
429239,lacquering,1
429245,pvc,1
429321,custom,1
429495,laminate,1
429618,painting,1.0001
429990,laminate,1
430289,painting,1
430295,custom,1
430333,parquet,0.3416
430333,custom,0.6583
430404,scaffolding,0.1929
430404,exterior_painting,0.8071
430419,scaffolding,0.0985
430419,paint_outside_items,0.349
430419,lacquering,0.5524
430780,painting,0.1534
430780,dry_walling,0.8466
430920,lacquering,1
430926,custom,-0.0396
430926,painting,1.0396
430950,wallpapering,1
431001,lacquering,0.3197
431001,painting,0.6803
431065,parquet,1
431111,painting,1
431159,paint_outside_items,0.1584
431159,painting,0.2376
431159,lacquering,0.6038
431192,lacquering,1
431452,custom,0.4952
431452,painting,0.5048
431594,painting,1
431608,custom,0.0189
431608,scaffolding,0.0288
431608,lacquering,0.4725
431608,painting,0.4798
431788,wallpapering,0.0159
431788,constructional_plastering,0.0616
431788,painting,0.9226
431973,parquet,1
432026,custom,1
432034,painting,1
432093,painting,1
432108,painting,0.3197
432108,wallpapering,0.6803
432158,laminate,1
432539,painting,0.2522
432539,wallpapering,0.3101
432539,dry_walling,0.4377
432799,lacquering,1
433010,lacquering,1
433137,parquet,1
433332,painting,1
433354,scaffolding,0.0693
433354,lacquering,0.4456
433354,exterior_painting,0.485
433600,wallpapering,0.3015
433600,painting,0.6984
433764,painting,1
433854,carpet,1
433867,parquet,1
434010,pvc,0.3111
434010,parquet,0.6891
434011,scaffolding,0.0857
434011,paint_outside_items,0.1371
434011,painting,0.1879
434011,custom,0
434011,lacquering,0.5893
434171,carpet,1
434567,painting,0.4886
434567,lacquering,0.5111
434636,scaffolding,0.1813
434636,lacquering,0.8187
434740,painting,1
434822,scaffolding,0.2662
434822,exterior_painting,0.7338
434864,carpet,1
434867,scaffolding,0.1899
434867,lacquering,0.3718
434867,exterior_painting,0.4383
434875,scaffolding,0.0344
434875,custom,0.0625
434875,exterior_painting,0.2121
434875,exterior_plastering,0.6911
434890,lacquering,1
435135,painting,1
435224,painting,0.3442
435224,parquet,0.6558
435665,painting,1
435685,custom,0.1402
435685,painting,0.8597
435805,custom,0.017
435805,scaffolding,0.0763
435805,lacquering,0.3838
435805,paint_outside_items,0.5231
435883,painting,1
435926,custom,0.0935
435926,lacquering,0.2322
435926,scaffolding,0.2455
435926,paint_outside_items,0.4289
435954,scaffolding,0.1011
435954,painting,0.1311
435954,lacquering,0.7677
435971,painting,1
436091,painting,0.0293
436091,custom,0.1117
436091,paint_outside_items,0.3819
436091,lacquering,0.4771
436217,custom,1
436523,pvc,1
436888,carpet,1
437074,wallpapering,1
437212,paint_outside_items,4.33680868994202e-18
437212,painting,0.4548
437212,lacquering,0.5451
437511,custom,0.4
437511,painting,0.6
437539,scaffolding,0.079
437539,lacquering,0.921
437594,scaffolding,0.1301
437594,lacquering,0.2107
437594,paint_outside_items,0.6592
437783,paint_outside_items,1.38777878078145e-17
437783,scaffolding,0
437783,custom,0.0286
437783,painting,0.1526
437783,lacquering,0.8187
437791,painting,1
437865,painting,1
437922,painting,0.4931
437922,vinyl,0.5069
437985,painting,1
438093,scaffolding,0.0405
438093,paint_outside_items,0.3422
438093,lacquering,0.6174
438101,constructional_plastering,0
438101,painting,1
438339,custom,0
438339,lacquering,0.4517
438339,painting,0.5482
438558,painting,1
438608,custom,0.0956
438608,paint_outside_items,0.2689
438608,lacquering,0.6355
438893,lacquering,1
438896,floor_tiling,1
438968,paint_outside_items,0.324
438968,lacquering,0.676
439053,painting,0.4255
439053,wallpapering,0.5745
439111,painting,1
439118,painting,1
439181,parquet,1
439221,painting,1
439568,painting,1
439583,painting,1
439637,laminate,1
439658,painting,1
439677,painting,0.1664
439677,wallpapering,0.8336
439726,painting,1
439801,lacquering,0.4651
439801,painting,0.5349
439954,painting,1
440070,scaffolding,0.1333
440070,lacquering,0.8667
440187,lacquering,0.1514
440187,painting,0.3749
440187,custom,0.4737
440223,painting,1
440224,painting,1
440230,painting,0.2095
440230,plastering,0.7905
440314,scaffolding,0.0501
440314,lacquering,0.95
440317,custom,1
440411,painting,1
440413,paint_outside_items,0.2297
440413,lacquering,0.7703
440492,custom,1
440509,dry_walling,1
440560,painting,1
440566,lacquering,1
440635,painting,-0.132
440635,lacquering,1.132
440698,painting,1
440753,painting,1
440845,painting,1
440877,scaffolding,0.0477
440877,paint_outside_items,0.3112
440877,lacquering,0.6411
440959,painting,1
440968,scaffolding,0.0323
440968,lacquering,0.4149
440968,paint_outside_items,0.5528
441038,lacquering,0.1971
441038,scaffolding,0.3331
441038,paint_outside_items,0.4697
441108,paint_outside_items,0.0577
441108,custom,0.1294
441108,lacquering,0.8129
441126,painting,1
441138,painting,0.1927
441138,lacquering,0.3905
441138,laminate,0.4169
441380,painting,0.2277
441380,wallpapering,0.7723
441464,lacquering,0.1405
441464,custom,0.8595
441566,laminate,1
441591,painting,1
441674,wallpapering,0.2436
441674,painting,0.2674
441674,lacquering,0.489
441834,exterior_painting,0.3889
441834,painting,0.611
441880,painting,0.2114
441880,lacquering,0.3457
441880,scaffolding,0.4429
441890,painting,1
442006,carpet,0.0609
442006,painting,0.175
442006,wallpapering,0.3118
442006,dry_walling,0.4524
442223,vinyl,1
442423,painting,1
442511,painting,1
442569,scaffolding,0.0662
442569,lacquering,0.4547
442569,paint_outside_items,0.479
442613,custom,0.0696
442613,painting,0.3758
442613,pvc,0.5547
442688,painting,0.4474
442688,wallpapering,0.5526
442692,painting,1
442702,painting,1
442719,painting,1
442804,painting,0.2586
442804,wallpapering,0.7414
442831,lacquering,1
442867,painting,0.1962
442867,wallpapering,0.8038
442912,painting,0.1114
442912,lacquering,0.8886
442962,lacquering,1
443131,constructional_plastering,0.3944
443131,plastering,0.6056
443147,lacquering,0.0372
443147,custom,0.1139
443147,wallpapering,0.1182
443147,painting,0.7307
443255,painting,1
443328,painting,0.1745
443328,wallpapering,0.8254
443581,painting,1
443610,painting,1
443746,painting,1
443759,painting,1.0001
444057,constructional_plastering,0
444057,custom,1
444088,lacquering,0.069
444088,painting,0.9309
444393,painting,1
444410,wallpapering,0.27
444410,painting,0.7299
444439,painting,1
444462,laminate,1
444535,plastering,0
444535,dry_walling,0
444535,vinyl,-1.11022302462516e-16
444535,painting,1.0001
444565,scaffolding,0.0795
444565,lacquering,0.9205
444655,parquet,1
444701,painting,1
444732,painting,0.4824
444732,wallpapering,0.5176
444771,painting,1
444899,parquet,1
444925,painting,0.2561
444925,constructional_plastering,0.2699
444925,custom,0.4741
445011,wallpapering,1
445057,custom,1
445062,custom,1
445081,lacquering,0.0322
445081,scaffolding,0.0503
445081,custom,0.9175
445111,painting,0.1997
445111,wallpapering,0.8003
445168,custom,0.1961
445168,parquet,0.8039
445185,painting,0.347
445185,lacquering,0.6529
445256,wallpapering,0.0739
445256,painting,0.9261
445302,scaffolding,0
445302,paint_outside_items,0.2348
445302,painting,0.7652
445346,custom,0.1002
445346,pvc,0.353
445346,vinyl,0.5469
445351,scaffolding,0.0339
445351,paint_outside_items,0.3296
445351,lacquering,0.6365
445360,painting,0.1204
445360,lacquering,0.8797
445379,wallpapering,0.4937
445379,painting,0.5062
445406,wallpapering,0.3477
445406,painting,0.6523
445428,painting,1
445459,painting,1
445468,dry_walling,1
445473,scaffolding,0.0685
445473,paint_outside_items,0.386
445473,lacquering,0.5455
445622,painting,0.027
445622,scaffolding,0.1345
445622,lacquering,0.1977
445622,custom,0.2694
445622,paint_outside_items,0.3715
445653,carpet,1
445783,painting,1
445818,painting,1
445893,painting,0.4312
445893,wallpapering,0.5688
445906,painting,0.2957
445906,laminate,0.7044
445920,painting,1
445950,laminate,1.0001
446002,wallpapering,1
446017,painting,0.3402
446017,wallpapering,0.6597
446178,painting,1
446251,painting,1
446270,painting,1
446291,wallpapering,1
446324,painting,1
446372,painting,1
446549,carpet,0.0581
446549,painting,0.1966
446549,wallpapering,0.339
446549,dry_walling,0.4064
446716,carpet,0.9999
446767,custom,1.0001
446824,laminate,1
446901,custom,0
446901,scaffolding,0
446901,painting,0.1324
446901,lacquering,0.8676
446959,painting,1
447085,custom,1
447190,constructional_plastering,1
447276,painting,0.1802
447276,vinyl,0.2441
447276,lacquering,0.26
447276,wallpapering,0.3158
447278,painting,1
447286,vinyl,1
447343,lacquering,1
447364,laminate,0.9999
447411,painting,1
447467,painting,1
447617,custom,0.1307
447617,parquet,0.8693
447648,parquet,1
447743,laminate,1
447744,painting,1
447763,carpet,1
447863,lacquering,0.1444
447863,painting,0.4085
447863,wallpapering,0.4471
447930,painting,1
447993,wallpapering,1
448016,vinyl,0.000100000000000211
448016,custom,1
448104,scaffolding,0.0176
448104,paint_outside_items,0.2334
448104,lacquering,0.7489
448198,paint_outside_items,0.209
448198,scaffolding,0.2521
448198,lacquering,0.5389
448249,lacquering,1
448353,carpet,1
448418,custom,0.2225
448418,lacquering,0.3386
448418,painting,0.4387
448424,wallpapering,0.2088
448424,painting,0.7912
448425,custom,0.0502
448425,scaffolding,0.1773
448425,exterior_plastering,0.2288
448425,exterior_painting,0.5437
448523,scaffolding,0.0777
448523,paint_outside_items,0.1865
448523,lacquering,0.7358
448596,vinyl,1
448625,painting,1
448750,painting,1
448847,wallpapering,0.1126
448847,dry_walling,0.1284
448847,painting,0.7591
448928,painting,1
448943,painting,1
448944,lacquering,1
449074,scaffolding,0.2453
449074,exterior_painting,0.7547
449113,lacquering,0.2922
449113,painting,0.7078
449114,lacquering,0.1563
449114,custom,0.8438
449240,laminate,1.0001
449339,painting,1
449410,parquet,1
449421,painting,1
449610,painting,0.1695
449610,floor_tiling,0.343
449610,wallpapering,0.4875
449666,pvc,1
449739,scaffolding,0.1994
449739,exterior_painting,0.8005
449794,vinyl,1
449850,lacquering,1
449894,vinyl,-5.55111512312578e-17
449894,custom,1
450004,plastering,1
450014,painting,1
450229,painting,0.4394
450229,wallpapering,0.5606
450393,lacquering,0.2237
450393,painting,0.7763
450434,parquet,1
450461,plastering,0.076
450461,wallpapering,0.3653
450461,painting,0.5584
450566,laminate,1
450613,wallpapering,1
450969,wallpapering,1
451058,carpet,1
451097,lacquering,1
451101,parquet,1
451148,painting,0.0585
451148,custom,0.1071
451148,lacquering,0.8344
451346,wallpapering,1
451472,plastering,1
451516,laminate,0.9999
451524,painting,0.496
451524,lacquering,0.504
451592,constructional_plastering,1
451694,painting,1
451963,custom,1
