opportunity_id,vertical,op_part
225533,lacquering,0.3588
225533,paint_outside_items,0.5429
225571,floor_tiling,1
225622,parquet,1
225622,painting,0
225626,paint_outside_items,0.1718
225626,lacquering,0.2012
225626,scaffolding,0.2265
225626,custom,0.4005
225668,exterior_painting,0.4702
225668,exterior_plastering,0.5298
225670,plastering,0.2815
225670,constructional_plastering,0.3297
225670,painting,0.3889
225705,lacquering,0.0775
225705,custom,0.2983
225705,painting,-0.3114
225747,floor_tiling,0.1248
225747,custom,0.1729
225747,laminate,0.334
225747,painting,0.3685
225808,pvc,1
225816,lacquering,0.2528
225816,painting,0.7472
225837,painting,0.3729
225837,wallpapering,0.6272
225868,painting,1
225884,pvc,1
225996,painting,1
226090,custom,0.0794
226090,painting,0.9206
226109,painting,1
226135,scaffolding,0.2117
226135,paint_outside_items,0.7883
226136,wallpapering,1
226151,scaffolding,0.1244
226151,paint_outside_items,0.1974
226151,lacquering,0.6781
226168,custom,0.1818
226168,wallpapering,0.8182
226198,custom,0.1181
226198,painting,0.8819
226216,plastering,1
226218,parquet,1
226283,plastering,0.0838
226283,lacquering,0.4034
226283,painting,0.5128
226302,custom,0.0138
226302,painting,0.9862
226303,custom,1
226316,scaffolding,0
226316,lacquering,0
226316,paint_outside_items,0
226316,painting,1
226322,painting,1
226339,lacquering,0.2986
226339,paint_outside_items,0.7014
226351,scaffolding,0.0966
226351,lacquering,0.3083
226351,paint_outside_items,0.5952
226361,wallpapering,0
226361,custom,1
226382,exterior_painting,0
226382,lacquering,0.3062
226382,painting,0.6937
226442,custom,0.1015
226442,paint_outside_items,0.1682
226442,lacquering,0.7303
226483,lacquering,0.337
226483,painting,0.6629
226489,painting,0.1813
226489,custom,0.2646
226489,floor_tiling,0.5542
226505,paint_outside_items,0.0921
226505,lacquering,0.9079
226514,scaffolding,0.08
226514,paint_outside_items,0.1219
226514,lacquering,0.3162
226514,painting,0.4819
226528,plastering,-1.11022302462516e-16
226528,lacquering,5.55111512312578e-17
226528,painting,1
226597,painting,0.3374
226597,parquet,0.6627
226609,floor_tiling,0.0542
226609,wall_tiling,0.9458
226623,scaffolding,0.0986
226623,lacquering,0.9013
226645,scaffolding,0
226645,lacquering,2.77555756156289e-17
226645,paint_outside_items,1.38777878078145e-17
226645,painting,1
226686,custom,0.0131
226686,lacquering,0.1045
226686,scaffolding,0.1654
226686,exterior_painting,0.717
226796,painting,0.4007
226796,wallpapering,0.5993
226849,wallpapering,0.0086
226849,painting,0.1507
226849,carpet,0.4044
226849,lacquering,0.4363
226971,scaffolding,0.0284
226971,lacquering,0.9716
226998,parquet,1
227118,vinyl,1
227143,vinyl,1
227188,painting,0.3695
227188,wallpapering,0.6305
227207,painting,1
227299,lacquering,0.2391
227299,custom,0.7609
227417,painting,0.356
227417,wallpapering,0.6441
227454,plastering,1
227495,painting,1
227679,lacquering,1
227756,lacquering,0.1906
227756,custom,0.2362
227756,exterior_painting,0.5733
227763,custom,0.0475
227763,carpet,0.9525
227813,painting,0
227813,custom,1
227826,painting,1.0001
227831,custom,0.0592
227831,paint_outside_items,0.3026
227831,lacquering,0.6382
227890,painting,1
227892,painting,1
227985,lacquering,-7.63278329429795e-17
227985,painting,1
228099,custom,0.0726
228099,painting,0.3203
228099,plastering,0.6071
228270,carpet,1
228330,scaffolding,0.1535
228330,exterior_painting,0.8465
228337,painting,1
228341,painting,1.0001
228397,painting,1
228430,constructional_plastering,1
228481,floor_tiling,1
228733,lacquering,1
228798,wallpapering,0.1736
228798,painting,0.2647
228798,plastering,0.5616
228799,custom,0.0665
228799,paint_outside_items,0.0883
228799,lacquering,0.8453
229007,constructional_plastering,1
229137,constructional_plastering,1
229414,painting,0.492
229414,custom,0.5079
229416,wallpapering,1
229548,lacquering,0.0434
229548,constructional_plastering,0.0486
229548,painting,0.2784
229548,custom,0.6296
229635,painting,0.1913
229635,wallpapering,0.8086
229698,custom,0.1117
229698,scaffolding,0.1281
229698,paint_outside_items,0.1379
229698,lacquering,0.6223
229765,painting,1
229782,painting,1
229923,custom,0.0211
229923,lacquering,0.979
229928,parquet,1
229975,painting,1
230078,custom,1.38777878078145e-17
230078,lacquering,9.9999999999989e-05
230078,painting,1
230084,painting,1
230108,scaffolding,0.2094
230108,lacquering,0.7906
230146,pvc,1
230177,painting,0.1808
230177,custom,0.8192
230191,scaffolding,0.307
230191,exterior_painting,0.693
230281,paint_outside_items,0.1512
230281,scaffolding,0.1603
230281,lacquering,0.6884
230309,painting,1
230313,laminate,1
230337,painting,1
230380,laminate,0.9999
230389,wallpapering,1
230392,paint_outside_items,1.04083408558608e-17
230392,custom,0.1019
230392,painting,0.2913
230392,lacquering,0.6069
230423,custom,1
230487,plastering,1
230504,painting,1
230516,constructional_plastering,0
230516,painting,1
230719,custom,0.2433
230719,lacquering,0.7567
230981,lacquering,0.0585
230981,painting,0.9415
230998,painting,1
231013,exterior_painting,0.2838
231013,exterior_plastering,0.7163
231019,painting,1
231045,constructional_plastering,1
231051,painting,1
231085,wallpapering,0.2252
231085,painting,0.7749
231099,wallpapering,1
231108,painting,1
231109,wallpapering,0.4825
231109,painting,0.5175
231116,painting,1
231171,painting,1
231173,scaffolding,0.1589
231173,paint_outside_items,0.8411
231212,custom,0.1085
231212,laminate,0.8915
231214,vinyl,1.38777878078145e-17
231214,custom,1
231226,floor_tiling,0.0727
231226,custom,0.2131
231226,wall_tiling,0.7142
231296,painting,0.1863
231296,pvc,0.3288
231296,wallpapering,0.485
231338,lacquering,0
231338,painting,1
231392,scaffolding,0.2657
231392,exterior_painting,0.7343
231413,laminate,0.1009
231413,floor_tiling,0.899
231426,custom,2.77555756156289e-17
231426,lacquering,0.3459
231426,wallpapering,0.6543
231432,painting,1
231492,painting,0.1223
231492,custom,0.8777
231548,painting,1
231566,lacquering,0.3102
231566,painting,0.6897
231582,scaffolding,0.1066
231582,custom,0.3282
231582,exterior_painting,0.5652
231639,painting,0.1011
231639,wallpapering,0.899
231658,painting,1
231756,custom,0.1471
231756,scaffolding,0.1767
231756,exterior_painting,0.6761
231785,painting,1
231887,lacquering,0.3541
231887,painting,0.646
231933,painting,0.1379
231933,custom,0.2229
231933,laminate,0.6392
231934,painting,0.2584
231934,wallpapering,0.7417
231979,lacquering,0.1551
231979,painting,0.3185
231979,wallpapering,0.5263
231997,parquet,1
232040,painting,1
232042,lacquering,0.264
232042,wallpapering,0.736
232052,painting,0.2495
232052,custom,0.7505
232069,custom,0.2065
232069,wallpapering,0.3927
232069,painting,0.4007
232070,custom,0.2819
232070,lacquering,0.718
232083,floor_tiling,1
232108,painting,1
232124,carpet,1
232158,custom,0.0381999999999999
232158,vinyl,0.9618
232193,painting,0.4799
232193,wallpapering,0.5201
232198,pvc,1
232255,lacquering,1
232283,painting,1
232305,floor_tiling,0.1466
232305,custom,0.2851
232305,wall_tiling,0.5684
232331,painting,1
232359,painting,1
232364,paint_outside_items,0.1286
232364,scaffolding,0.302
232364,lacquering,0.5695
232432,lacquering,1
232504,painting,1
232512,floor_tiling,0.228
232512,wall_tiling,0.7721
232626,painting,0.3822
232626,lacquering,0.6178
232717,painting,1
232929,painting,1
232996,painting,1
233023,painting,1
233048,floor_tiling,0.1308
233048,wall_tiling,0.8692
233054,painting,0.2233
233054,custom,0.7766
233063,plastering,1
233084,parquet,1
233122,vinyl,5.55111512312578e-17
233122,custom,1
233157,painting,1
233220,plastering,1
233254,wall_tiling,1
233272,parquet,0
233272,laminate,0.2596
233272,custom,0.7404
233324,carpet,1
233346,wall_tiling,1
233367,lacquering,0.1577
233367,scaffolding,0.3112
233367,paint_outside_items,0.531
233396,custom,1
233504,plastering,1
233652,lacquering,0.0717
233652,painting,0.9283
233737,scaffolding,0.0925
233737,painting,0.1143
233737,lacquering,0.1156
233737,paint_outside_items,0.6777
233749,lacquering,1
233783,custom,0.0695
233783,lacquering,0.0981
233783,scaffolding,0.1246
233783,paint_outside_items,0.7078
233810,paint_outside_items,0.0672
233810,scaffolding,0.1274
233810,custom,0.3895
233810,lacquering,0.4158
233823,painting,1
233826,plastering,1
233952,custom,0.0173
233952,constructional_plastering,0.9827
233979,custom,0.1741
233979,wallpapering,0.8258
233982,wallpapering,1
233999,pvc,0.4842
233999,custom,0.5158
234001,painting,0.4464
234001,wallpapering,0.5536
234048,constructional_plastering,1
234072,painting,1
234084,lacquering,1
234096,exterior_painting,5.55111512312578e-17
234096,plastering,0
234096,painting,1
234185,scaffolding,0.2767
234185,exterior_painting,0.7233
234303,painting,1
234383,painting,1
234463,painting,0.3677
234463,wallpapering,0.6323
234586,lacquering,-1.11022302462516e-16
234586,scaffolding,0
234586,paint_outside_items,-6.93889390390723e-18
234586,painting,1
234769,custom,0.417
234769,laminate,0.5829
234806,lacquering,0.4538
234806,painting,0.5463
234817,painting,1
234854,custom,0.0634
234854,paint_outside_items,0.2911
234854,lacquering,0.6454
234881,scaffolding,0.1628
234881,custom,0.3455
234881,lacquering,0.4916
235017,carpet,1
235046,custom,0.1534
235046,lacquering,0.8468
235191,wallpapering,0.22
235191,constructional_plastering,0.2467
235191,painting,0.5333
235199,painting,1
235251,laminate,1
235496,scaffolding,0.2804
235496,lacquering,0.7196
235580,painting,1
235607,constructional_plastering,1
235649,painting,1
235681,laminate,1
235803,custom,0.1172
235803,lacquering,0.8827
235838,custom,0.253
235838,vinyl,0.747
235883,painting,0.1788
235883,wallpapering,0.2197
235883,laminate,0.6014
236106,wallpapering,0.3886
236106,painting,0.6113
236508,custom,0.0797
236508,painting,0.281
236508,constructional_plastering,0.6393
236531,vinyl,1
236634,wallpapering,0.428
236634,painting,0.572
236644,constructional_plastering,1
236677,painting,1
236753,painting,5.55111512312578e-17
236753,laminate,-2.77555756156289e-17
236753,custom,1
236765,painting,1
236778,lacquering,1
236785,painting,1
236795,painting,1
236844,lacquering,0
236844,painting,1
236856,painting,0.1527
236856,parquet,0.8473
236920,floor_tiling,1
236951,painting,0.0514
236951,custom,0.1553
236951,scaffolding,0.2833
236951,exterior_painting,0.51
236959,wallpapering,0.0281
236959,lacquering,0.4444
236959,painting,0.5275
236962,parquet,1
236995,lacquering,1
237003,lacquering,0.1001
237003,painting,0.8998
237048,wallpapering,0.0719
237048,painting,0.928
237052,plastering,1
237108,painting,1
237122,lacquering,1
237135,plastering,1
237149,lacquering,0.4008
237149,painting,0.5992
237158,custom,0.2135
237158,constructional_plastering,0.7865
237184,floor_tiling,1
237207,laminate,1
237240,scaffolding,0.2063
237240,exterior_painting,0.7938
237244,laminate,1
237256,lacquering,0.1941
237256,scaffolding,0.2536
237256,exterior_painting,0.5524
237337,lacquering,1
237360,painting,1
237380,exterior_painting,1
237401,painting,0.0913
237401,custom,0.1661
237401,lacquering,0.7426
237461,custom,0.2872
237461,painting,0.7129
237558,lacquering,1
237630,floor_tiling,1
237653,lacquering,1
237681,custom,1
237822,wallpapering,0.2949
237822,painting,0.7051
237896,paint_outside_items,0.3288
237896,lacquering,0.6713
237906,constructional_plastering,1
237931,scaffolding,0.1659
237931,custom,0.834
237963,custom,0.1067
237963,paint_outside_items,0.1988
237963,lacquering,0.6944
237970,painting,1
237985,painting,2.77555756156289e-17
237985,lacquering,1
238001,lacquering,1
238006,painting,0.9999
238051,custom,1
238135,custom,1
238139,pvc,0.1934
238139,laminate,0.8066
238140,floor_tiling,1
238140,custom,0
238245,wallpapering,0.1473
238245,vinyl,0.1647
238245,painting,0.688
238299,painting,1
238309,painting,1
238343,painting,1
238388,vinyl,1
238417,painting,1
238570,painting,1
238572,painting,1
238586,custom,0.0906
238586,lacquering,0.9093
238603,custom,1
238628,plastering,0.1432
238628,painting,0.8566
238671,constructional_plastering,1
238671,custom,0
238712,custom,0
238712,laminate,0.3125
238712,painting,0.6875
238727,exterior_painting,1
238776,constructional_plastering,1
238791,painting,0.1853
238791,custom,0.8147
238838,painting,1
238941,scaffolding,0.0904
238941,paint_outside_items,0.4307
238941,lacquering,0.4789
239197,vinyl,1
239302,floor_tiling,1
239339,painting,1
239349,custom,0.047
239349,laminate,0.953
239382,floor_tiling,1
239414,painting,0.3312
239414,wallpapering,0.6688
239416,lacquering,1
239497,wallpapering,0.2742
239497,custom,0.3442
239497,painting,0.3815
239513,floor_tiling,0.1367
239513,wall_tiling,0.8633
239522,painting,1
239526,wallpapering,0.0542
239526,laminate,0.3003
239526,painting,0.3135
239526,lacquering,0.3321
239531,floor_tiling,0.0757
239531,wall_tiling,0.9244
239539,painting,1.0001
239541,custom,0.0216
239541,lacquering,0.1612
239541,painting,0.8172
239571,custom,0.0599
239571,lacquering,0.9401
239677,carpet,1
239727,lacquering,0.0889
239727,painting,0.9111
239777,painting,1
239831,custom,1
239842,constructional_plastering,1
239850,paint_outside_items,0.036
239850,scaffolding,0.0632
239850,lacquering,0.4025
239850,custom,0.4983
239877,custom,0.9999
239882,painting,0.0691
239882,wallpapering,0.1608
239882,custom,0.77
239962,parquet,1
239981,lacquering,0
239981,painting,0
240016,painting,1
240019,painting,1
240046,painting,1
240059,floor_tiling,0.3855
240059,wall_tiling,0.6145
240100,painting,1
240307,carpet,1
240394,painting,1
240399,painting,1
240422,laminate,1
240473,wallpapering,0.8746
240473,painting,0.1254
240525,custom,1
240541,painting,0.4644
240541,wallpapering,0.5356
240551,laminate,1
240592,scaffolding,0.3109
240592,paint_outside_items,0.6891
240678,painting,0.3951
240678,wallpapering,0.6049
240700,painting,1
240714,floor_tiling,0.0892
240714,wall_tiling,0.9108
240822,floor_tiling,0.0887
240822,painting,0.235
240822,lacquering,0.6763
240833,vinyl,1
240837,scaffolding,0.1318
240837,exterior_painting,0.3116
240837,exterior_plastering,0.5567
240843,plastering,1
240914,lacquering,1
240926,wallpapering,0.4877
240926,painting,0.5123
241249,custom,0.4174
241249,painting,0.5826
241251,painting,0.2228
241251,plastering,0.2292
241251,wallpapering,0.548
241360,painting,1
241369,painting,0.1802
241369,lacquering,0.8199
241455,paint_outside_items,0.1419
241455,lacquering,0.8582
241466,constructional_plastering,-6.93889390390723e-17
241466,custom,0.0384
241466,lacquering,0.143
241466,painting,0.8187
241490,painting,1
241539,painting,1
241613,custom,0.1315
241613,lacquering,0.209
241613,scaffolding,0.2182
241613,paint_outside_items,0.4413
241896,laminate,1
242199,painting,1
242316,painting,1
242319,parquet,1
242381,paint_outside_items,0.1081
242381,painting,0.3952
242381,lacquering,0.4968
242514,painting,0.1498
242514,exterior_painting,0.8503
242594,painting,1
242636,painting,1
242638,parquet,1
242651,lacquering,0.471
242651,paint_outside_items,0.529
242692,wall_tiling,0.257
242692,custom,0.322
242692,floor_tiling,0.4209
242700,painting,-1.73472347597681e-18
242700,wall_tiling,0.2747
242700,floor_tiling,0.7252
242824,paint_outside_items,0.073
242824,lacquering,0.927
242880,lacquering,1
242909,painting,-0.0254
242909,scaffolding,0.1017
242909,lacquering,0.9236
243019,custom,1
243056,custom,0.4457
243056,painting,0.5543
243079,painting,1
243120,custom,-0.0852
243120,painting,-1.11022302462516e-16
243120,laminate,1.0853
243172,painting,1
243185,wallpapering,0.2404
243185,laminate,0.7597
243246,constructional_plastering,0
243246,painting,1
243255,paint_outside_items,0.1524
243255,lacquering,0.8477
243258,lacquering,0
243258,custom,0
243258,painting,1
243298,painting,0.211
243298,laminate,0.789
243379,scaffolding,0
243379,lacquering,0
243379,paint_outside_items,0
243379,painting,1
243385,lacquering,0.4461
243385,painting,0.5539
243410,lacquering,0.3135
243410,custom,0.6866
243468,painting,1
243506,pvc,0.2632
243506,carpet,0.7367
243518,paint_outside_items,0.1259
243518,lacquering,0.8742
243533,custom,0.0292
243533,painting,0.1337
243533,lacquering,0.8371
243588,lacquering,0.0787
243588,painting,0.9214
243624,scaffolding,0.3209
243624,paint_outside_items,0.6791
243625,painting,1
243683,painting,1
243685,custom,0.0954
243685,lacquering,0.9046
243767,lacquering,0.1534
243767,painting,0.3778
243767,wallpapering,0.4688
243824,lacquering,1
243831,custom,0.4339
243831,lacquering,0.5661
243870,painting,0.2678
243870,laminate,0.7323
243880,painting,0.1965
243880,custom,0.2796
243880,pvc,0.524
243890,laminate,0.9999
243894,painting,1.0001
243960,painting,0.2056
243960,custom,0.7943
243983,wallpapering,0.2565
243983,wall_tiling,0.1066
243983,painting,0.1182
243983,floor_tiling,0.5188
243983,custom,0
244012,painting,1
244654,floor_tiling,1
244660,custom,0.1136
244660,painting,0.8864
244668,laminate,1
244714,parquet,1
244725,floor_tiling,0.3481
244725,wall_tiling,0.652
244756,painting,1
244767,painting,0.1888
244767,wallpapering,0.8111
244798,painting,1
244804,custom,0.1071
244804,lacquering,0.2348
244804,painting,0.2948
244804,wallpapering,0.3633
244885,vinyl,-2.22044604925031e-16
244885,carpet,0.1416
244885,custom,0.8584
244889,lacquering,1
244900,laminate,0.0833
244900,constructional_plastering,0.1707
244900,wall_tiling,0.2265
244900,custom,0.5196
244907,painting,0.1646
244907,wallpapering,0.3993
244907,carpet,0.4362
244950,custom,0.3254
244950,laminate,0.6747
244965,custom,0.0988
244965,lacquering,0.9012
244976,custom,0.0962
244976,lacquering,0.9038
244984,paint_outside_items,-2.08166817117217e-17
244984,lacquering,0
244984,painting,1
245112,laminate,1
245189,floor_tiling,1
245206,painting,1
245212,scaffolding,0.4917
245212,paint_outside_items,0.5083
245278,painting,1
245296,wallpapering,1
245349,custom,0.2341
245349,paint_outside_items,0.3268
245349,scaffolding,0.439
245355,exterior_painting,0.2902
245355,exterior_plastering,0.7098
245390,painting,1
245428,lacquering,0.4637
245428,scaffolding,0.1377
245428,paint_outside_items,0.3986
245428,custom,0
245433,custom,0.1642
245433,laminate,0.8358
245441,parquet,0.9999
245442,parquet,1
245464,lacquering,1
245487,scaffolding,0.1961
245487,painting,0.8039
245526,laminate,1
245547,constructional_plastering,1
245574,floor_tiling,1
245600,floor_tiling,1
245610,scaffolding,0.3436
245610,lacquering,0.6564
245629,painting,1
245653,wallpapering,0.9999
245695,paint_outside_items,1
245704,laminate,1
245743,lacquering,1
245746,custom,0.3131
245746,wall_tiling,0.3403
245746,floor_tiling,0.3466
245782,constructional_plastering,0
245782,painting,1
245829,painting,1
245850,painting,1
245868,constructional_plastering,0.1424
245868,painting,0.8576
246004,painting,1
246022,custom,0.4291
246022,exterior_painting,0.5709
246068,scaffolding,0.3213
246068,lacquering,0.6787
246096,lacquering,0
246096,painting,1
246166,painting,0.0737
246166,custom,0.9263
246220,laminate,1
246263,painting,1
246302,painting,1
246365,painting,0.1459
246365,wallpapering,0.412
246365,custom,0.4419
246383,painting,1
246387,custom,0.3532
246387,laminate,0.6468
246423,painting,1
246442,wallpapering,1
246464,custom,0.2129
246464,wall_tiling,0.2322
246464,floor_tiling,0.555
246501,painting,1
246545,lacquering,1
246586,wallpapering,6.93889390390723e-18
246586,painting,1
246638,painting,1
246653,laminate,0.4456
246653,painting,0.5544
246671,lacquering,5.55111512312578e-17
246671,painting,1
246676,lacquering,1.66533453693773e-16
246676,painting,1
246694,painting,1
246712,painting,1
246725,custom,0.0692
246725,lacquering,0.4542
246725,painting,0.4765
246744,painting,1
246758,scaffolding,0.1962
246758,exterior_painting,0.8039
246769,wallpapering,8.67361737988404e-18
246769,painting,1
246771,custom,-0.0526
246771,painting,1.0526
246810,painting,1
246853,wallpapering,1
246868,lacquering,1
246961,laminate,0.1291
246961,painting,0.3453
246961,wallpapering,0.5255
246978,custom,1
247095,wall_tiling,0.0981
247095,painting,0.9019
247213,wallpapering,0.3479
247213,vinyl,0.6521
247320,constructional_plastering,1
247373,scaffolding,0.4104
247373,paint_outside_items,0.5895
247399,painting,0.1823
247399,constructional_plastering,0.8178
247401,painting,1
247411,scaffolding,0.1754
247411,painting,0.347
247411,lacquering,0.4776
247449,painting,1
247456,custom,0.0966
247456,painting,0.9033
247487,constructional_plastering,-2.77555756156289e-17
247487,painting,1
247500,wallpapering,1
247505,custom,0.3306
247505,lacquering,0.6695
247581,painting,1.0001
247591,painting,1
247594,painting,0.0805
247594,custom,0.9195
247606,custom,1
247640,parquet,1
247662,custom,0.2844
247662,exterior_painting,0.7155
247704,scaffolding,0.1183
247704,exterior_painting,0.8817
247782,wall_tiling,0.157
247782,scaffolding,0.1871
247782,lacquering,0.6559
247807,carpet,1
247815,wallpapering,0.1447
247815,painting,0.2968
247815,lacquering,0.5585
247863,wallpapering,0.1332
247863,constructional_plastering,0.8668
248074,constructional_plastering,1
248370,paint_outside_items,0.086
248370,scaffolding,0.3425
248370,custom,0.5715
248432,laminate,1
248641,scaffolding,0.1921
248641,custom,0.3
248641,painting,0.5079
248655,parquet,1
248818,constructional_plastering,1
249214,custom,1
249314,custom,0.3842
249314,constructional_plastering,0.6157
249389,constructional_plastering,1
249502,custom,1
249555,wallpapering,1
249802,laminate,1
249804,painting,1
249812,painting,1
249818,painting,1
249847,wallpapering,0.0136
249847,wall_tiling,0.0818
249847,constructional_plastering,0.1632
249847,painting,0.3219
249847,laminate,0.4196
249894,lacquering,0.3926
249894,painting,0.6073
249932,custom,0.0226
249932,paint_outside_items,0.0384
249932,lacquering,0.3454
249932,painting,0.5935
249933,scaffolding,0.0753
249933,lacquering,0.9247
249977,painting,1
250006,custom,1
250023,scaffolding,0.2073
250023,paint_outside_items,0.7926
250031,painting,0.24
250031,wallpapering,0.7601
250059,lacquering,1
250106,wallpapering,0.1525
250106,painting,0.8475
250128,exterior_plastering,1
250144,painting,1
250170,painting,1.0001
250197,wallpapering,0.1643
250197,painting,0.8357
250203,painting,0.181
250203,wallpapering,0.819
250284,lacquering,1
250318,lacquering,0.0736
250318,painting,0.9265
250367,custom,0.0202
250367,vinyl,0.9798
250375,exterior_painting,0.0615
250375,lacquering,0.2387
250375,painting,0.6999
250397,lacquering,0.331
250397,painting,0.669
250470,laminate,1
250472,painting,1
250475,lacquering,0.1169
250475,scaffolding,0.213
250475,exterior_painting,0.6701
250550,painting,0.3618
250550,custom,0.6382
250570,wallpapering,0.1523
250570,painting,0.3323
250570,lacquering,0.5154
250724,painting,1.0001
250800,scaffolding,0.1298
250800,lacquering,0.8701
250889,custom,0.3986
250889,vinyl,0.6014
251046,wallpapering,0.4206
251046,painting,0.5794
251086,vinyl,1
251087,custom,-2.08166817117217e-17
251087,paint_outside_items,0
251087,lacquering,0.9999
251094,lacquering,0.9999
251104,painting,1
251140,wallpapering,0.3399
251140,painting,0.6601
251156,constructional_plastering,0.1759
251156,wallpapering,0.3351
251156,painting,0.4891
251198,painting,1
251230,painting,1
251256,painting,1
251260,painting,0.3341
251260,wallpapering,0.6659
251295,scaffolding,0.1035
251295,custom,0.1806
251295,lacquering,0.3446
251295,paint_outside_items,0.3712
251340,floor_tiling,1
251403,plastering,1
251423,laminate,1
251487,painting,0.181
251487,wallpapering,0.819
251645,scaffolding,0
251645,lacquering,0
251645,painting,1
251674,painting,1
251689,lacquering,1
251774,laminate,0.3816
251774,pvc,0.6184
251891,painting,0.4345
251891,lacquering,0.5656
251910,floor_tiling,1
251921,exterior_painting,1
251939,painting,0.4019
251939,wallpapering,0.5981
251984,custom,1
251986,scaffolding,0.1557
251986,exterior_painting,0.8445
251997,floor_tiling,1
252000,painting,1
252043,lacquering,1.0001
252065,parquet,1
252080,lacquering,1
252127,painting,0.1401
252127,custom,0.8599
252158,wallpapering,1
252162,wallpapering,0.3884
252162,painting,0.6116
252188,custom,1
252242,floor_tiling,1
252263,scaffolding,0
252263,paint_outside_items,0
252263,lacquering,1.38777878078145e-17
252263,painting,1.0001
252334,scaffolding,0
252334,custom,1
252347,scaffolding,0.0856
252347,paint_outside_items,0.2929
252347,lacquering,0.6215
252366,plastering,1
252379,painting,0.0814
252379,lacquering,0.9186
252386,painting,1
252428,custom,1
252448,paint_outside_items,0.0725
252448,scaffolding,0.0927
252448,painting,0.3341
252448,lacquering,0.5006
252495,painting,1
252532,constructional_plastering,1
252544,parquet,1
252580,laminate,1
252627,painting,1
252712,custom,-0.0529
252712,parquet,0.1944
252712,painting,0.2236
252712,laminate,0.2818
252712,wallpapering,0.353
252735,lacquering,0.027
252735,scaffolding,0.2332
252735,paint_outside_items,0.7399
252807,lacquering,1
252918,laminate,1
253038,painting,1
253117,painting,1
253153,lacquering,1
253303,custom,0
253303,painting,1
253326,custom,0.0658
253326,painting,0.3989
253326,lacquering,0.5354
253428,floor_tiling,1
253461,paint_outside_items,0.394
253461,lacquering,0.606
253472,painting,0.4869
253472,lacquering,0.5132
253591,painting,1
253605,custom,0.1325
253605,painting,0.8675
253622,wallpapering,1
253689,scaffolding,0.0313
253689,lacquering,0.4067
253689,paint_outside_items,0.562
253701,paint_outside_items,0
253701,scaffolding,0
253701,painting,1
253728,wallpapering,0.1652
253728,constructional_plastering,0.8348
253780,scaffolding,0.4209
253780,paint_outside_items,0.5791
253813,custom,1
253840,custom,1
253852,paint_outside_items,0.1022
253852,lacquering,0.8977
253871,wall_tiling,0
253871,painting,1
253882,laminate,0.4205
253882,lacquering,0.5794
253884,painting,1
253939,custom,0.2696
253939,painting,0.3303
253939,laminate,0.4001
253968,wallpapering,1
254032,custom,0.2399
254032,painting,0.76
254039,painting,0.9999
254039,custom,0
254039,lacquering,0
254065,lacquering,1
254095,paint_outside_items,0.1784
254095,lacquering,0.8215
254098,lacquering,0
254098,painting,1
254101,painting,0.4587
254101,wallpapering,0.5413
254116,painting,1
254170,lacquering,1
254173,painting,1
254186,wallpapering,1
254321,lacquering,1
254477,painting,1
254586,wallpapering,1
254780,painting,0.9999
254815,plastering,1
254829,exterior_painting,0.4931
254829,custom,0.5069
254969,scaffolding,0.1207
254969,lacquering,0.2273
254969,custom,0.2719
254969,paint_outside_items,0.3802
254985,custom,0.3347
254985,lacquering,0.6652
255048,lacquering,0.9999
255074,parquet,1
255179,painting,0.0192
255179,scaffolding,0.1154
255179,lacquering,0.8654
255464,constructional_plastering,1
255479,custom,0.0777
255479,floor_tiling,0.2532
255479,wall_tiling,0.6691
255614,painting,0.083
255614,carpet,0.3328
255614,wallpapering,0.5841
255650,scaffolding,0.1232
255650,exterior_painting,0.8768
255791,scaffolding,0.0584
255791,paint_outside_items,0.2207
255791,painting,0.2301
255791,lacquering,0.4909
256067,lacquering,1
256118,custom,0.4374
256118,lacquering,0.5625
256134,floor_tiling,1.0001
256200,painting,1
256215,vinyl,0.9999
256229,exterior_plastering,0.2598
256229,scaffolding,0.2856
256229,exterior_painting,0.4546
256330,painting,1
256390,floor_tiling,1
256415,vinyl,1
256421,lacquering,0.4432
256421,painting,0.5567
256446,wallpapering,1
256456,painting,0.1818
256456,wallpapering,0.8181
256473,laminate,1
256506,custom,1
256511,lacquering,1
256552,scaffolding,0.0728
256552,paint_outside_items,0.3493
256552,lacquering,0.5778
256556,lacquering,1
256567,painting,1
256573,constructional_plastering,5.55111512312578e-17
256573,custom,1
256635,painting,0.0262
256635,paint_outside_items,0.2463
256635,lacquering,0.7276
256733,exterior_painting,0.3393
256733,exterior_plastering,0.6607
256827,custom,1
256959,constructional_plastering,1
257065,scaffolding,0
257065,paint_outside_items,1.0001
257069,wallpapering,-5.55111512312578e-17
257069,painting,1
257118,painting,1
257179,scaffolding,0.2206
257179,paint_outside_items,0.7793
257303,parquet,1
257447,painting,1
257461,pvc,1
257469,painting,0.2804
257469,wallpapering,0.7196
257504,scaffolding,0.1829
257504,exterior_painting,0.8171
257507,scaffolding,0.1829
257507,exterior_painting,0.8171
257529,wallpapering,1
257578,lacquering,1
257599,painting,1
257676,custom,1
257776,painting,0.3076
257776,wallpapering,0.6925
257779,constructional_plastering,0
257779,painting,1
257896,laminate,1
257911,painting,1.0001
258007,painting,1
258140,painting,0.3254
258140,lacquering,0.6746
258148,painting,1
258149,pvc,1
258237,painting,1
258371,scaffolding,0.4494
258371,lacquering,0.5506
258385,plastering,0.3809
258385,painting,0.6191
258426,custom,1
